flowCode,reporterCode,reporterISO,partnerCode,partnerISO,cmdCode,cmdDesc,qtyUnitAbbr,qty,fobvalue
X,643,RUS,682,SAU,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",N/A,,2161.0
X,643,RUS,682,SAU,09,"Coffee, tea, mate and spices",N/A,,3164.0
X,643,RUS,682,SAU,10,Cereals,N/A,,255850859.0
X,643,RUS,682,SAU,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,N/A,,2519893.0
X,643,RUS,682,SAU,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",N/A,,7719.0
X,643,RUS,682,SAU,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",N/A,,267080.0
X,643,RUS,682,SAU,20,"Preparations of vegetables, fruit, nuts or other parts of plants",N/A,,3374.0
X,643,RUS,682,SAU,21,Miscellaneous edible preparations,N/A,,835464.0
X,643,RUS,682,SAU,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",N/A,,24176045.0
X,643,RUS,682,SAU,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",N/A,,3601.0
X,643,RUS,682,SAU,30,Pharmaceutical products,N/A,,308898.0
X,643,RUS,682,SAU,31,Fertilizers,N/A,,45870.0
X,643,RUS,682,SAU,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",N/A,,175.0
X,643,RUS,682,SAU,38,Chemical products n.e.c.,N/A,,381997.0
X,643,RUS,682,SAU,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",N/A,,2288.0
X,643,RUS,682,SAU,44,Wood and articles of wood; wood charcoal,N/A,,11098499.0
X,643,RUS,682,SAU,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,N/A,,495117.0
X,643,RUS,682,SAU,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",N/A,,207.0
X,643,RUS,682,SAU,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",N/A,,584899.0
X,643,RUS,682,SAU,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",N/A,,277.0
X,643,RUS,682,SAU,69,Ceramic products,N/A,,249799.0
X,643,RUS,682,SAU,72,Iron and steel,N/A,,19092644.0
X,643,RUS,682,SAU,74,Copper and articles thereof,N/A,,1944.0
X,643,RUS,682,SAU,76,Aluminium and articles thereof,N/A,,140139.0
X,643,RUS,642,ROU,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",N/A,,4916860.0
X,643,RUS,642,ROU,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",N/A,,577536.0
X,643,RUS,682,SAU,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",N/A,,5599.0
X,643,RUS,682,SAU,95,"Toys, games and sports requisites; parts and accessories thereof",N/A,,32.0
X,643,RUS,686,SEN,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",N/A,,832943.0
X,643,RUS,686,SEN,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",N/A,,41916.0
X,643,RUS,686,SEN,31,Fertilizers,N/A,,14595300.0
X,643,RUS,686,SEN,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",N/A,,500708.0
X,643,RUS,686,SEN,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",N/A,,1538.0
X,643,RUS,642,ROU,96,Miscellaneous manufactured articles,N/A,,3812.0
X,643,RUS,642,ROU,97,Works of art; collectors' pieces and antiques,N/A,,5305.0
X,643,RUS,646,RWA,10,Cereals,N/A,,1790867.0
X,643,RUS,646,RWA,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",N/A,,119730.0
X,643,RUS,686,SEN,95,"Toys, games and sports requisites; parts and accessories thereof",N/A,,159300.0
X,643,RUS,688,SRB,07,Vegetables and certain roots and tubers; edible,N/A,,44935.0
X,643,RUS,688,SRB,08,"Fruit and nuts, edible; peel of citrus fruit or melons",N/A,,21721.0
X,643,RUS,688,SRB,10,Cereals,N/A,,13680.0
X,643,RUS,688,SRB,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",N/A,,10997.0
X,643,RUS,688,SRB,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",N/A,,39683.0
X,643,RUS,688,SRB,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,N/A,,4848810.0
X,643,RUS,688,SRB,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",N/A,,241359.0
X,643,RUS,688,SRB,17,Sugars and sugar confectionery,N/A,,332220.0
X,643,RUS,688,SRB,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",N/A,,8522477.0
X,643,RUS,688,SRB,20,"Preparations of vegetables, fruit, nuts or other parts of plants",N/A,,31.0
X,643,RUS,688,SRB,21,Miscellaneous edible preparations,N/A,,1511622.0
X,643,RUS,688,SRB,22,"Beverages, spirits and vinegar",N/A,,32320.0
